country,new_cases_per_million,start_of_week,code
Colombia,136.6295714,2020-05-18,COL
Colombia,183.7398571,2020-05-25,COL
Colombia,204.915,2020-06-01,COL
Colombia,291.4331429,2020-06-08,COL
Colombia,402.5264286,2020-06-15,COL
Colombia,484.1514286,2020-06-22,COL
Colombia,566.3114286,2020-06-29,COL
Colombia,775.8688571,2020-07-06,COL
Colombia,1004.533857,2020-07-13,COL
Colombia,1178.019429,2020-07-20,COL
Colombia,1370.745714,2020-07-27,COL
Colombia,1495.632286,2020-08-03,COL
Colombia,1514.589714,2020-08-10,COL
Colombia,1360.583,2020-08-17,COL
Colombia,1177.994143,2020-08-24,COL
Colombia,1034.361714,2020-08-31,COL
Colombia,959.9875714,2020-09-07,COL
Colombia,935.5298571,2020-09-14,COL
Colombia,868.0798571,2020-09-21,COL
Colombia,981.4334286,2020-09-28,COL
Colombia,1012.726714,2020-10-05,COL
Colombia,1022.716429,2020-10-12,COL
Colombia,1224.290571,2020-10-19,COL
Colombia,1261.756571,2020-10-26,COL
Colombia,1086.930857,2020-11-02,COL
Colombia,1018.102,2020-11-09,COL
Colombia,1073.558,2020-11-16,COL
Colombia,1219.185714,2020-11-23,COL
Colombia,1116.145429,2020-11-30,COL
Colombia,1349.835143,2020-12-07,COL
Colombia,1720.574714,2020-12-14,COL
Colombia,1609.576429,2020-12-21,COL
Colombia,1881.155143,2020-12-28,COL
Colombia,2253.369143,2021-01-04,COL
Colombia,2309.270857,2021-01-11,COL
Colombia,1822.16,2021-01-18,COL
Colombia,1337.339857,2021-01-25,COL
Colombia,892.9867143,2021-02-01,COL
Colombia,654.7831429,2021-02-08,COL
Colombia,557.2687143,2021-02-15,COL
Colombia,492.0097143,2021-02-22,COL
Colombia,477.5555714,2021-03-01,COL
Colombia,577.3795714,2021-03-08,COL
Colombia,798.4654286,2021-03-15,COL
Colombia,1100.329,2021-03-22,COL
Colombia,1483.262714,2021-03-29,COL
Colombia,2128.273143,2021-04-05,COL
Colombia,2302.382429,2021-04-12,COL
Colombia,2353.051143,2021-04-19,COL
Colombia,2167.475143,2021-04-26,COL
Colombia,2235.275429,2021-05-03,COL
Colombia,2172.830714,2021-05-10,COL
Colombia,2710.409571,2021-05-17,COL
Colombia,3344.549571,2021-05-24,COL
Colombia,3492.707286,2021-05-31,COL
Colombia,3746.886429,2021-06-07,COL
Colombia,3928.469286,2021-06-14,COL
Colombia,4047.019714,2021-06-21,COL
Colombia,3480.136857,2021-06-28,COL
Colombia,2670.026143,2021-07-05,COL
Colombia,2112.199857,2021-07-12,COL
Colombia,1439.287857,2021-07-19,COL
Colombia,1069.436714,2021-07-26,COL
Colombia,679.9178571,2021-08-02,COL
Colombia,477.6338571,2021-08-09,COL
Colombia,361.1452857,2021-08-16,COL
Colombia,273.2981429,2021-08-23,COL
Colombia,234.0905714,2021-08-30,COL
Colombia,217.6692857,2021-09-06,COL
Colombia,209.6468571,2021-09-13,COL
Colombia,205.3832857,2021-09-20,COL
Colombia,198.1907143,2021-09-27,COL
Colombia,174.8609286,2021-10-04,COL
Costa Rica,3.131666667,2020-03-02,CRI
Costa Rica,11.28614286,2020-03-09,CRI
Costa Rica,30.68942857,2020-03-16,CRI
Costa Rica,30.96728571,2020-03-23,CRI
Costa Rica,26.90857143,2020-03-30,CRI
Costa Rica,20.59871429,2020-04-06,CRI
Costa Rica,8.645571429,2020-04-13,CRI
Costa Rica,7.171857143,2020-04-20,CRI
Costa Rica,9.368,2020-04-27,CRI
Costa Rica,12.259,2020-05-04,CRI
Costa Rica,13.84357143,2020-05-11,CRI
Costa Rica,19.70885714,2020-05-18,CRI
Costa Rica,37.05542857,2020-05-25,CRI
Costa Rica,65.49285714,2020-06-01,CRI
Costa Rica,84.59028571,2020-06-08,CRI
Costa Rica,140.1315714,2020-06-15,CRI
Costa Rica,268.0592857,2020-06-22,CRI
Costa Rica,452.7794286,2020-06-29,CRI
Costa Rica,610.5627143,2020-07-06,CRI
Costa Rica,712.9994286,2020-07-13,CRI
Costa Rica,804.0394286,2020-07-20,CRI
Costa Rica,768.2904286,2020-07-27,CRI
Costa Rica,939.6951429,2020-08-03,CRI
Costa Rica,1016.029143,2020-08-10,CRI
Costa Rica,1167.558143,2020-08-17,CRI
Costa Rica,1376.129,2020-08-24,CRI
Costa Rica,1572.635429,2020-08-31,CRI
Costa Rica,1620.726857,2020-09-07,CRI
Costa Rica,1642.687143,2020-09-14,CRI
Costa Rica,1455.966,2020-09-21,CRI
Costa Rica,1540.806286,2020-09-28,CRI
Costa Rica,1591.232857,2020-10-05,CRI
Costa Rica,1480.845,2020-10-12,CRI
Costa Rica,1380.827143,2020-10-19,CRI
Costa Rica,1290.815857,2020-10-26,CRI
Costa Rica,1286.535,2020-11-02,CRI
Costa Rica,1341.269857,2020-11-09,CRI
Costa Rica,1482.958143,2020-11-16,CRI
Costa Rica,1325.535714,2020-11-23,CRI
Costa Rica,1403.399286,2020-11-30,CRI
Costa Rica,1282.532143,2020-12-07,CRI
Costa Rica,1202.750714,2020-12-14,CRI
Costa Rica,1205.336,2020-12-21,CRI
Costa Rica,1455.382429,2020-12-28,CRI
Costa Rica,1356.531,2021-01-04,CRI
Costa Rica,1053.362429,2021-01-11,CRI
Costa Rica,823.2481429,2021-01-18,CRI
Costa Rica,661.6001429,2021-01-25,CRI
Costa Rica,542.6515714,2021-02-01,CRI
Costa Rica,492.0025714,2021-02-08,CRI
Costa Rica,516.0205714,2021-02-15,CRI
Costa Rica,458.6451429,2021-02-22,CRI
Costa Rica,408.9688571,2021-03-01,CRI
Costa Rica,520.6077143,2021-03-08,CRI
Costa Rica,600.6667143,2021-03-15,CRI
Costa Rica,500.6758571,2021-03-22,CRI
Costa Rica,783.1347143,2021-03-29,CRI
Costa Rica,1183.097,2021-04-05,CRI
Costa Rica,1654.891143,2021-04-12,CRI
Costa Rica,2372.226714,2021-04-19,CRI
Costa Rica,2873.792429,2021-04-26,CRI
Costa Rica,3210.291143,2021-05-03,CRI
Costa Rica,3264.276,2021-05-10,CRI
Costa Rica,2987.959714,2021-05-17,CRI
Costa Rica,2736.385286,2021-05-24,CRI
Costa Rica,2388.322143,2021-05-31,CRI
Costa Rica,2154.204857,2021-06-07,CRI
Costa Rica,2016.213571,2021-06-14,CRI
Costa Rica,2002.647857,2021-06-21,CRI
Costa Rica,1836.080429,2021-06-28,CRI
Costa Rica,1733.337571,2021-07-05,CRI
Costa Rica,1832.216571,2021-07-12,CRI
Costa Rica,1499.303286,2021-07-19,CRI
Costa Rica,1829.687143,2021-07-26,CRI
Costa Rica,2307.428714,2021-08-02,CRI
Costa Rica,2346.096571,2021-08-09,CRI
Costa Rica,2799.848571,2021-08-16,CRI
Costa Rica,3174.598571,2021-08-23,CRI
Costa Rica,3379.833286,2021-08-30,CRI
Costa Rica,2899.172286,2021-09-06,CRI
Costa Rica,3288.932714,2021-09-13,CRI
Costa Rica,2664.387286,2021-09-20,CRI
Costa Rica,2087.572,2021-09-27,CRI
Costa Rica,1452.764571,2021-10-04,CRI
Croatia,1.464166667,2020-02-24,HRV
Croatia,3.92,2020-03-02,HRV
Croatia,24.955,2020-03-09,HRV
Croatia,94.28914286,2020-03-16,HRV
Croatia,119.9794286,2020-03-23,HRV
Croatia,100.2744286,2020-03-30,HRV
Croatia,88.19928571,2020-04-06,HRV
Croatia,48.01971429,2020-04-13,HRV
Croatia,25.13,2020-04-20,HRV
Croatia,17.08,2020-04-27,HRV
Croatia,18.48,2020-05-04,HRV
Croatia,5.32,2020-05-11,HRV
Croatia,1.855,2020-05-18,HRV
Croatia,0.42,2020-05-25,HRV
Croatia,0.63,2020-06-01,HRV
Croatia,6.58,2020-06-08,HRV
Croatia,52.32442857,2020-06-15,HRV
Croatia,107.4842857,2020-06-22,HRV
Croatia,128.1342857,2020-06-29,HRV
Croatia,145.949,2020-07-06,HRV
Croatia,139.6842857,2020-07-13,HRV
Croatia,110.9842857,2020-07-20,HRV
Croatia,87.98942857,2020-07-27,HRV
Croatia,159.3541429,2020-08-03,HRV
Croatia,315.873,2020-08-10,HRV
Croatia,450.4825714,2020-08-17,HRV
Croatia,461.2621429,2020-08-24,HRV
Croatia,429.9372857,2020-08-31,HRV
Croatia,346.4278571,2020-09-07,HRV
Croatia,322.8382857,2020-09-14,HRV
Croatia,322.908,2020-09-21,HRV
Croatia,520.447,2020-09-28,HRV
Croatia,936.5942857,2020-10-05,HRV
Croatia,1859.679,2020-10-12,HRV
Croatia,3322.600286,2020-10-19,HRV
Croatia,3815.817,2020-10-26,HRV
Croatia,4053.815857,2020-11-02,HRV
Croatia,4400.628571,2020-11-09,HRV
Croatia,5334.563429,2020-11-16,HRV
Croatia,5750.395571,2020-11-23,HRV
Croatia,6019.789286,2020-11-30,HRV
Croatia,5530.526857,2020-12-07,HRV
Croatia,3618.698571,2020-12-14,HRV
Croatia,2089.207429,2020-12-21,HRV
Croatia,1742.184429,2020-12-28,HRV
Croatia,1457.076429,2021-01-04,HRV
Croatia,1062.208714,2021-01-11,HRV
Croatia,904.3595714,2021-01-18,HRV
Croatia,787.4604286,2021-01-25,HRV
Croatia,630.6962857,2021-02-01,HRV
Croatia,542.7765714,2021-02-08,HRV
Croatia,655.5111429,2021-02-15,HRV
Croatia,804.6801429,2021-02-22,HRV
Croatia,983.5291429,2021-03-01,HRV
Croatia,1369.296857,2021-03-08,HRV
Croatia,1952.778286,2021-03-15,HRV
Croatia,2820.843286,2021-03-22,HRV
Croatia,2934.592571,2021-03-29,HRV
Croatia,3609.983286,2021-04-05,HRV
Croatia,3737.068,2021-04-12,HRV
Croatia,3370.304714,2021-04-19,HRV
Croatia,2672.129286,2021-04-26,HRV
Croatia,1795.209143,2021-05-03,HRV
Croatia,1124.333429,2021-05-10,HRV
Croatia,673.5008571,2021-05-17,HRV
Croatia,430.9522857,2021-05-24,HRV
Croatia,296.0981429,2021-05-31,HRV
Croatia,181.019,2021-06-07,HRV
Croatia,126.3492857,2021-06-14,HRV
Croatia,133.2092857,2021-06-21,HRV
Croatia,147.1391429,2021-06-28,HRV
Croatia,159.4591429,2021-07-05,HRV
Croatia,223.2635714,2021-07-12,HRV
Croatia,267.8182857,2021-07-19,HRV
Croatia,295.6082857,2021-07-26,HRV
Croatia,396.2327143,2021-08-02,HRV
Croatia,580.3315714,2021-08-09,HRV
Croatia,773.6704286,2021-08-16,HRV
Croatia,990.7738571,2021-08-23,HRV
Croatia,1305.422429,2021-08-30,HRV
Croatia,1765.809429,2021-09-06,HRV
Croatia,1986.938286,2021-09-13,HRV
Croatia,2033.557571,2021-09-20,HRV
Croatia,2196.166857,2021-09-27,HRV
Croatia,2089.563595,2021-10-04,HRV
Cyprus,50.62180952,2020-03-09,CYP
Cyprus,91.99585714,2020-03-16,CYP
Cyprus,199.2971429,2020-03-23,CYP
Cyprus,239.4755714,2020-03-30,CYP
Cyprus,196.1087143,2020-04-06,CYP
Cyprus,93.43057143,2020-04-13,CYP
Cyprus,58.67314286,2020-04-20,CYP
Cyprus,46.07757143,2020-04-27,CYP
Cyprus,25.35071429,2020-05-04,CYP
Cyprus,17.85685714,2020-05-11,CYP
Cyprus,19.92957143,2020-05-18,CYP
Cyprus,16.90071429,2020-05-25,CYP
Cyprus,21.36471429,2020-06-01,CYP
Cyprus,12.43585714,2020-06-08,CYP
Cyprus,6.377857143,2020-06-15,CYP
Cyprus,8.609428571,2020-06-22,CYP
Cyprus,11.16071429,2020-06-29,CYP
Cyprus,20.72714286,2020-07-06,CYP
Cyprus,18.17585714,2020-07-13,CYP
Cyprus,45.43971429,2020-07-20,CYP
Cyprus,120.6944286,2020-07-27,CYP
Cyprus,107.4611429,2020-08-03,CYP
Cyprus,100.127,2020-08-10,CYP
Cyprus,99.96785714,2020-08-17,CYP
Cyprus,30.45228571,2020-08-24,CYP
Cyprus,22.48071429,2020-08-31,CYP
Cyprus,39.38114286,2020-09-07,CYP
Cyprus,102.3591429,2020-09-14,CYP
Cyprus,125.3184286,2020-09-21,CYP
Cyprus,162.6262857,2020-09-28,CYP
Cyprus,294.96,2020-10-05,CYP
Cyprus,940.5242857,2020-10-12,CYP
Cyprus,1020.562,2020-10-19,CYP
Cyprus,1382.167143,2020-10-26,CYP
Cyprus,1478.626857,2020-11-02,CYP
Cyprus,1425.534,2020-11-09,CYP
Cyprus,1880.729429,2020-11-16,CYP
Cyprus,1975.913714,2020-11-23,CYP
Cyprus,2719.850857,2020-11-30,CYP
Cyprus,2890.449286,2020-12-07,CYP
Cyprus,2770.073857,2020-12-14,CYP
Cyprus,3655.432714,2020-12-21,CYP
Cyprus,4573.156714,2020-12-28,CYP
Cyprus,2758.115857,2021-01-04,CYP
Cyprus,1490.903714,2021-01-11,CYP
Cyprus,1054.203429,2021-01-18,CYP
Cyprus,1022.794,2021-01-25,CYP
Cyprus,910.8685714,2021-02-01,CYP
Cyprus,845.1804286,2021-02-08,CYP
Cyprus,1057.710714,2021-02-15,CYP
Cyprus,2263.220714,2021-02-22,CYP
Cyprus,2708.212,2021-03-01,CYP
Cyprus,2962.834,2021-03-08,CYP
Cyprus,2862.388571,2021-03-15,CYP
Cyprus,3095.327286,2021-03-22,CYP
Cyprus,4055.940286,2021-03-29,CYP
Cyprus,4402.079857,2021-04-05,CYP
Cyprus,6195.756429,2021-04-12,CYP
Cyprus,6225.411571,2021-04-19,CYP
Cyprus,3912.765429,2021-04-26,CYP
Cyprus,2661.656,2021-05-03,CYP
Cyprus,1372.600571,2021-05-10,CYP
Cyprus,742.6617143,2021-05-17,CYP
Cyprus,515.3031429,2021-05-24,CYP
Cyprus,460.4565714,2021-05-31,CYP
Cyprus,445.3102857,2021-06-07,CYP
Cyprus,732.9358571,2021-06-14,CYP
Cyprus,2405.758286,2021-06-21,CYP
Cyprus,5399.364,2021-06-28,CYP
Cyprus,7421.674286,2021-07-05,CYP
Cyprus,7714.401857,2021-07-12,CYP
Cyprus,6486.571143,2021-07-19,CYP
Cyprus,4554.024143,2021-07-26,CYP
Cyprus,3921.853143,2021-08-02,CYP
Cyprus,2962.196571,2021-08-09,CYP
Cyprus,2452.154571,2021-08-16,CYP
Cyprus,2070.301143,2021-08-23,CYP
Cyprus,1693.230286,2021-08-30,CYP
Cyprus,1183.826429,2021-09-06,CYP
Cyprus,1045.434,2021-09-13,CYP
Cyprus,837.5272857,2021-09-20,CYP
Cyprus,807.0747143,2021-09-27,CYP
Cyprus,1029.543333,2021-10-04,CYP
Czechia,0.998857143,2020-02-24,CZE
Czechia,9.910428571,2020-03-02,CZE
Czechia,52.74942857,2020-03-09,CZE
Czechia,121.6968571,2020-03-16,CZE
Czechia,171.6885714,2020-03-23,CZE
Czechia,152.5072857,2020-03-30,CZE
Czechia,85.86457143,2020-04-06,CZE
Czechia,74.07528571,2020-04-13,CZE
Czechia,42.65257143,2020-04-20,CZE
Czechia,33.72771429,2020-04-27,CZE
Czechia,31.14357143,2020-05-04,CZE
Czechia,40.135,2020-05-11,CZE
Czechia,34.71328571,2020-05-18,CZE
Czechia,31.30328571,2020-05-25,CZE
Czechia,36.73828571,2020-06-01,CZE
Czechia,38.48285714,2020-06-08,CZE
Czechia,63.80542857,2020-06-15,CZE
Czechia,113.1984286,2020-06-22,CZE
Czechia,66.82928571,2020-06-29,CZE
Czechia,65.72371429,2020-07-06,CZE
Czechia,109.242,2020-07-13,CZE
Czechia,139.1067143,2020-07-20,CZE
Czechia,137.8678571,2020-07-27,CZE
Czechia,148.4844286,2020-08-03,CZE
Czechia,165.7477143,2020-08-10,CZE
Czechia,203.7381429,2020-08-17,CZE
Czechia,293.452,2020-08-24,CZE
Czechia,564.4457143,2020-08-31,CZE
Czechia,1034.635429,2020-09-07,CZE
Czechia,1356.113429,2020-09-14,CZE
Czechia,1503.586143,2020-09-21,CZE
Czechia,2562.184714,2020-09-28,CZE
Czechia,4397.092857,2020-10-05,CZE
Czechia,6830.960714,2020-10-12,CZE
Czechia,8056.253286,2020-10-19,CZE
Czechia,7382.046,2020-10-26,CZE
Czechia,5206.064429,2020-11-02,CZE
Czechia,3436.586714,2020-11-09,CZE
Czechia,2762.099857,2020-11-16,CZE
Czechia,2472.723857,2020-11-23,CZE
Czechia,2477.279286,2020-11-30,CZE
Czechia,3663.089571,2020-12-07,CZE
Czechia,4740.484143,2020-12-14,CZE
Czechia,5528.781714,2020-12-21,CZE
Czechia,7376.145,2020-12-28,CZE
Czechia,6773.602714,2021-01-04,CZE
Czechia,4843.691429,2021-01-11,CZE
Czechia,4425.425857,2021-01-18,CZE
Czechia,4522.612714,2021-01-25,CZE
Czechia,4826.202,2021-02-01,CZE
Czechia,5498.690429,2021-02-08,CZE
Czechia,6973.597429,2021-02-15,CZE
Czechia,7913.616571,2021-02-22,CZE
Czechia,7567.055286,2021-03-01,CZE
Czechia,6844.534429,2021-03-08,CZE
Czechia,5249.076429,2021-03-15,CZE
Czechia,4073.230143,2021-03-22,CZE
Czechia,2785.597429,2021-03-29,CZE
Czechia,2404.535571,2021-04-05,CZE
Czechia,1795.998857,2021-04-12,CZE
Czechia,1478.716429,2021-04-19,CZE
Czechia,1179.656286,2021-04-26,CZE
Czechia,844.311,2021-05-03,CZE
Czechia,585.572,2021-05-10,CZE
Czechia,367.6344286,2021-05-17,CZE
Czechia,252.7975714,2021-05-24,CZE
Czechia,183.2645714,2021-05-31,CZE
Czechia,104.713,2021-06-07,CZE
Czechia,80.74928571,2021-06-14,CZE
Czechia,87.99571429,2021-06-21,CZE
Czechia,111.9858571,2021-06-28,CZE
Czechia,154.0527143,2021-07-05,CZE
Czechia,145.5801429,2021-07-12,CZE
Czechia,122.8422857,2021-07-19,CZE
Czechia,109.9081429,2021-07-26,CZE
Czechia,119.7117143,2021-08-02,CZE
Czechia,123.4952857,2021-08-09,CZE
Czechia,123.1352857,2021-08-16,CZE
Czechia,137.2952857,2021-08-23,CZE
Czechia,210.4248571,2021-08-30,CZE
Czechia,263.0412857,2021-09-06,CZE
Czechia,287.1914286,2021-09-13,CZE
Czechia,348.7458571,2021-09-20,CZE
Czechia,497.9758571,2021-09-27,CZE
Czechia,711.7225,2021-10-04,CZE
Denmark,2.488,2020-02-24,DNK
Denmark,93.75071429,2020-03-02,DNK
Denmark,113.9751429,2020-03-09,DNK
Denmark,140.9327143,2020-03-16,DNK
Denmark,273.4615714,2020-03-23,DNK
Denmark,361.4617143,2020-03-30,DNK
Denmark,228.8347143,2020-04-06,DNK
Denmark,205.219,2020-04-13,DNK
Denmark,185.2152857,2020-04-20,DNK
Denmark,160.2731429,2020-04-27,DNK
Denmark,112.5987143,2020-05-04,DNK
Denmark,76.94185714,2020-05-11,DNK
Denmark,62.00071429,2020-05-18,DNK
Denmark,50.67214286,2020-05-25,DNK
Denmark,41.35814286,2020-06-01,DNK
Denmark,45.04471429,2020-06-08,DNK
Denmark,51.26142857,2020-06-15,DNK
Denmark,30.98814286,2020-06-22,DNK
Denmark,19.70842857,2020-06-29,DNK
Denmark,34.79728571,2020-07-06,DNK
Denmark,44.89685714,2020-07-13,DNK
Denmark,59.76428571,2020-07-20,DNK
Denmark,106.4061429,2020-07-27,DNK
Denmark,177.7945714,2020-08-03,DNK
Denmark,146.757,2020-08-10,DNK
Denmark,106.7994286,2020-08-17,DNK
Denmark,132.725,2020-08-24,DNK
Denmark,267.5882857,2020-08-31,DNK
Denmark,427.2468571,2020-09-07,DNK
Denmark,615.4601429,2020-09-14,DNK
Denmark,592.6558571,2020-09-21,DNK
Denmark,483.1527143,2020-09-28,DNK
Denmark,488.8297143,2020-10-05,DNK
Denmark,666.7714286,2020-10-12,DNK
Denmark,1089.078571,2020-10-19,DNK
Denmark,1302.628143,2020-10-26,DNK
Denmark,1237.236286,2020-11-02,DNK
Denmark,1383.772286,2020-11-09,DNK
Denmark,1460.591143,2020-11-16,DNK
Denmark,1686.821,2020-11-23,DNK
Denmark,2667.011429,2020-11-30,DNK
Denmark,3969.025286,2020-12-07,DNK
Denmark,3798.308571,2020-12-14,DNK
Denmark,2949.319571,2020-12-21,DNK
Denmark,2326.978571,2020-12-28,DNK
Denmark,1619.561429,2021-01-04,DNK
Denmark,1093.280714,2021-01-11,DNK
Denmark,819.0577143,2021-01-18,DNK
Denmark,560.242,2021-01-25,DNK
Denmark,514.6571429,2021-02-01,DNK
Denmark,491.0902857,2021-02-08,DNK
Denmark,603.6647143,2021-02-15,DNK
Denmark,630.328,2021-02-22,DNK
Denmark,837.5865714,2021-03-01,DNK
Denmark,893.9841429,2021-03-08,DNK
Denmark,560.5125714,2021-03-15,DNK
Denmark,788.6837143,2021-03-22,DNK
Denmark,773.1284286,2021-03-29,DNK
Denmark,798.194,2021-04-05,DNK
Denmark,903.4205714,2021-04-12,DNK
Denmark,834.7111429,2021-04-19,DNK
Denmark,1001.668286,2021-04-26,DNK
Denmark,1209.885429,2021-05-03,DNK
Denmark,1241.118857,2021-05-10,DNK
Denmark,1184.402143,2021-05-17,DNK
Denmark,1141.593143,2021-05-24,DNK
Denmark,790.9694286,2021-05-31,DNK
Denmark,413.0922857,2021-06-07,DNK
Denmark,250.0911429,2021-06-14,DNK
Denmark,306.1451429,2021-06-21,DNK
Denmark,578.3535714,2021-06-28,DNK
Denmark,1019.287857,2021-07-05,DNK
Denmark,1050.742857,2021-07-12,DNK
Denmark,981.026,2021-07-19,DNK
Denmark,1066.789714,2021-07-26,DNK
Denmark,1169.288857,2021-08-02,DNK
Denmark,1188.505714,2021-08-09,DNK
Denmark,1161.277571,2021-08-16,DNK
Denmark,979.6497143,2021-08-23,DNK
Denmark,675.3722857,2021-08-30,DNK
Denmark,490.6727143,2021-09-06,DNK
Denmark,411.1751429,2021-09-13,DNK
Denmark,501.9277143,2021-09-20,DNK
Denmark,596.9561429,2021-09-27,DNK
Denmark,723.2877619,2021-10-04,DNK
Dominican Republic,0.078428571,2020-02-24,DOM
Dominican Republic,0.443142857,2020-03-02,DOM
Dominican Republic,5.556142857,2020-03-09,DOM
Dominican Republic,40.72985714,2020-03-16,DOM
Dominican Republic,75.63,2020-03-23,DOM
Dominican Republic,93.83642857,2020-03-30,DOM
Dominican Republic,135.2835714,2020-04-06,DOM
Dominican Republic,152.564,2020-04-13,DOM
Dominican Republic,136.8352857,2020-04-20,DOM
Dominican Republic,196.5285714,2020-04-27,DOM
Dominican Republic,208.5525714,2020-05-04,DOM
Dominican Republic,209.7267143,2020-05-11,DOM
Dominican Republic,215.9478571,2020-05-18,DOM
Dominican Republic,213.0262857,2020-05-25,DOM
Dominican Republic,275.7315714,2020-06-01,DOM
Dominican Republic,298.6854286,2020-06-08,DOM
Dominican Republic,412.176,2020-06-15,DOM
Dominican Republic,468.0862857,2020-06-22,DOM
Dominican Republic,596.9535714,2020-06-29,DOM
Dominican Republic,733.1497143,2020-07-06,DOM
Dominican Republic,816.1617143,2020-07-13,DOM
Dominican Republic,925.4262857,2020-07-20,DOM
Dominican Republic,776.9968571,2020-07-27,DOM
Dominican Republic,619.0464286,2020-08-03,DOM
Dominican Republic,512.455,2020-08-10,DOM
Dominican Republic,366.777,2020-08-17,DOM
Dominican Republic,338.8152857,2020-08-24,DOM
Dominican Republic,456.1792857,2020-08-31,DOM
Dominican Republic,412.45,2020-09-07,DOM
Dominican Republic,359.4344286,2020-09-14,DOM
Dominican Republic,253.117,2020-09-21,DOM
Dominican Republic,353.8787143,2020-09-28,DOM
Dominican Republic,298.7634286,2020-10-05,DOM
Dominican Republic,261.2032857,2020-10-12,DOM
Dominican Republic,282.8391429,2020-10-19,DOM
Dominican Republic,256.2994286,2020-10-26,DOM
Dominican Republic,293.0512857,2020-11-02,DOM
Dominican Republic,379.0755714,2020-11-09,DOM
Dominican Republic,429.8214286,2020-11-16,DOM
Dominican Republic,471.1125714,2020-11-23,DOM
Dominican Republic,509.8725714,2020-11-30,DOM
Dominican Republic,533.0351429,2020-12-07,DOM
Dominican Republic,581.9421429,2020-12-14,DOM
Dominican Republic,621.7982857,2020-12-21,DOM
Dominican Republic,675.974,2020-12-28,DOM
Dominican Republic,899.7212857,2021-01-04,DOM
Dominican Republic,1064.009429,2021-01-11,DOM
Dominican Republic,881.723,2021-01-18,DOM
Dominican Republic,895.2737143,2021-01-25,DOM
Dominican Republic,705.1361429,2021-02-01,DOM
Dominican Republic,553.8497143,2021-02-08,DOM
Dominican Republic,439.4855714,2021-02-15,DOM
Dominican Republic,351.1271429,2021-02-22,DOM
Dominican Republic,301.9197143,2021-03-01,DOM
Dominican Republic,285.3827143,2021-03-08,DOM
Dominican Republic,273.971,2021-03-15,DOM
Dominican Republic,212.635,2021-03-22,DOM
Dominican Republic,244.5615714,2021-03-29,DOM
Dominican Republic,339.2322857,2021-04-05,DOM
Dominican Republic,306.8887143,2021-04-12,DOM
Dominican Republic,297.3424286,2021-04-19,DOM
Dominican Republic,284.4175714,2021-04-26,DOM
Dominican Republic,469.1035714,2021-05-03,DOM
Dominican Republic,567.3224286,2021-05-10,DOM
Dominican Republic,661.6671429,2021-05-17,DOM
Dominican Republic,821.3,2021-05-24,DOM
Dominican Republic,774.4927143,2021-05-31,DOM
Dominican Republic,691.0245714,2021-06-07,DOM
Dominican Republic,654.3898571,2021-06-14,DOM
Dominican Republic,560.5668571,2021-06-21,DOM
Dominican Republic,487.1534286,2021-06-28,DOM
Dominican Republic,406.0072857,2021-07-05,DOM
Dominican Republic,249.6087143,2021-07-12,DOM
Dominican Republic,214.839,2021-07-19,DOM
Dominican Republic,212.322,2021-07-26,DOM
Dominican Republic,169.4662857,2021-08-02,DOM
Dominican Republic,154.2072857,2021-08-09,DOM
Dominican Republic,169.3751429,2021-08-16,DOM
Dominican Republic,174.1092857,2021-08-23,DOM
Dominican Republic,154.455,2021-08-30,DOM
Dominican Republic,172.6617143,2021-09-06,DOM
Dominican Republic,173.7048571,2021-09-13,DOM
Dominican Republic,253.6125714,2021-09-20,DOM
Dominican Republic,407.9112857,2021-09-27,DOM
Dominican Republic,388.6959524,2021-10-04,DOM
Ecuador,0.272,2020-02-24,ECU
Ecuador,0.487,2020-03-02,ECU
Ecuador,15.41285714,2020-03-09,ECU
Ecuador,63.20128571,2020-03-16,ECU
Ecuador,84.73928571,2020-03-23,ECU
Ecuador,145.353,2020-03-30,ECU
Ecuador,154.6245714,2020-04-06,ECU
Ecuador,419.7518571,2020-04-13,ECU
Ecuador,556.8548571,2020-04-20,ECU
Ecuador,263.0902857,2020-04-27,ECU
Ecuador,39.44285714,2020-05-04,ECU
Ecuador,226.8578571,2020-05-11,ECU
Ecuador,166.0208571,2020-05-18,ECU
Ecuador,170.4448571,2020-05-25,ECU
Ecuador,209.177,2020-06-01,ECU
Ecuador,222.7611429,2020-06-08,ECU
Ecuador,222.1142857,2020-06-15,ECU
Ecuador,345.0347143,2020-06-22,ECU
Ecuador,313.1785714,2020-06-29,ECU
Ecuador,370.3421429,2020-07-06,ECU
Ecuador,371.0208571,2020-07-13,ECU
Ecuador,341.8084286,2020-07-20,ECU
Ecuador,364.0411429,2020-07-27,ECU
Ecuador,422.8502857,2020-08-03,ECU
Ecuador,388.5821429,2020-08-10,ECU
Ecuador,333.5587143,2020-08-17,ECU
Ecuador,282.5122857,2020-08-24,ECU
Ecuador,498.4537143,2020-09-07,ECU
Ecuador,464.6327143,2020-09-14,ECU
Ecuador,404.6417143,2020-09-21,ECU
Ecuador,354.706,2020-09-28,ECU
Ecuador,324.3827143,2020-10-05,ECU
Ecuador,374.0158571,2020-10-12,ECU
Ecuador,494.9714286,2020-10-19,ECU
Ecuador,340.81,2020-10-26,ECU
Ecuador,318.8805714,2020-11-02,ECU
Ecuador,302.7968571,2020-11-09,ECU
Ecuador,308.842,2020-11-16,ECU
Ecuador,388.7658571,2020-11-23,ECU
Ecuador,255.6554286,2020-11-30,ECU
